name,description,reason,company,rating
Yogut Capsule 10'S," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Diarrhoea,Biocon Ltd.,4.1
Zedott DT 30mg Tablet 10'SZedott 10mg Powder Sachet 20X1gmZedott 100mg Capsule 10'SZedott Kid 30mg Sachet 3Gm, reduces diarrhoea,Diarrhoea,Aurobindo Pharma Ltd.,3.9
Zedott DT 10mg Tablet 10'S,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Diarrhoea,Torrent Pharmaceuticals Ltd.,3.5
Zedott Kid Powder Sachet 3X3Gm," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Diarrhoea,Sun Pharmaceutical Industries Ltd.,4.8
Zeebon R Suspension 5ml, reduces diarrhoea,Diarrhoea,Dr. Reddys Laboratories Ltd.,4.7
Zeegut P Powder 1gmZeegut Capsule 10'S,reduces short-lived (acute) diarrhoea in adults and children over 12 years of age,Diarrhoea,Divis Laboratories Ltd.,4.5
Zomatril 10mg Sachet 1gm," diarrhoea associated with irritable bowel syndrome (IBS), in adults aged 18 years and over",Diarrhoea,Cipla Ltd.,4.3
Zomatril DT 100mg Tablet 10'SZomatril DT 30mg Tablet 10'SZomatril DT 15mg Tablet 10'S, reduces diarrhoea,Diarrhoea,Biocon Ltd.,4.1
Agna 25000 Capsule 10'SAgna 10000 Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”.,Digestion,Aurobindo Pharma Ltd.,3.9
Al5Zyme Effervescent Tablet 10'SAl5Zyme Capsule 10'SAl5zyme Liquid 100ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Torrent Pharmaceuticals Ltd.,3.5
Alictozyme Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Lupin Ltd.,3.4
Anglozyme Drops 15ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Cadila Healthcare Ltd.,3.3
Anzyme Capsule 10'SAnzyme Tablet 15'SAnzyme Syrup 200mlAnzyme Drops 15ml," it is used to treat bloating, flatulence and indigestion",Digestion,Abbott India Ltd.,3.25
APIGEST Oral Drops 15mlApigest Capsule 10'sApigest Syrup 200ml,it provides extra digestive enzymes and improves digestion,Digestion,Alkem Laboratories Ltd.,3.2
Aristozyme Drops 15mlAristozyme Fizz Tablet 4'SAristozyme Liquid 200mlAristozyme Capsule 15'S,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Astozyme Syrup 200ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Ipca Laboratories Ltd.,3.0
Autolyse Ointment 15gm,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Alembic Pharmaceuticals Ltd.,2.9
Autozyme Syrup 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Glenmark Pharmaceuticals Ltd.,2.7
Baleno EZ Capsule 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Bestozyme Paediatric Syrup 60mlBestozyme Syrup 200mlBestozyme Drops 15mlBestozyme Capsule 15'S,it provides extra digestive enzymes and improves digestion,Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Carmicide Adult Syrup 100mlCarmicide EZ Syrup 200ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Dr. Reddys Laboratories Ltd.,4.7
Carmicide Paed Liquid 100ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Divis Laboratories Ltd.,4.5
Carmopeptin Syrup 100mlCarmopeptin Drops 15ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Cipla Ltd.,4.3
Carmozyme Syrup 450mlCarmozyme Drops 15mlCarmozyme Syrup 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Biocon Ltd.,4.1
CATALYD Syrup 200mlCATALYD Drops 15ml," it is used to treat bloating, flatulence and indigestion",Digestion,Aurobindo Pharma Ltd.,3.9
Colicaid EZ Drops 15ml,it provides extra digestive enzymes and improves digestion,Digestion,Torrent Pharmaceuticals Ltd.,3.5
Creon 10000 Capsule 15'SCreon 10000 Capsule 10'S,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Lupin Ltd.,3.4
Creon 25000 Capsule 10'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Cadila Healthcare Ltd.,3.3
Creon 40000 Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Abbott India Ltd.,3.25
CREOPASE Capsule 10's," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Alkem Laboratories Ltd.,3.2
Debul Tablet 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Digemax Tablet 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Ipca Laboratories Ltd.,3.0
Digeplex Drops 15mlDigeplex Liquid 200mlDigeplex Syrup 100ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Alembic Pharmaceuticals Ltd.,2.9
Digeplex DS Syrup 100ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Glenmark Pharmaceuticals Ltd.,2.7
DIGEPLEX READYMIX Syrup 200ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Digeplex T Tablet 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Digesta Syrup 100mlDigesta Syrup 200ml," it is used to treat bloating, flatulence and indigestion",Digestion,Dr. Reddys Laboratories Ltd.,4.7
Digestal NM Capsule 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Divis Laboratories Ltd.,4.5
Digestomen 25000mg Capsule 10'SDigestomen Syrup 200ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Cipla Ltd.,4.3
Digestomen P Capsule 10'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Biocon Ltd.,4.1
Digipen Junior Syrup 60ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Aurobindo Pharma Ltd.,3.9
Dipep Suspension 150mlDipep Capsule 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Torrent Pharmaceuticals Ltd.,3.5
Econorm 250mg Capsule 4'SEconorm 250mg Capsule 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Lupin Ltd.,3.4
Efizyme Syrup 200mlEfizyme Tablet 10'S,"it is used for digestive disorders, starch degrading enzyme, flatulence, distension and other conditions",Digestion,Cadila Healthcare Ltd.,3.3
Elzymax Syrup 200ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Abbott India Ltd.,3.25
Encremin 300mg Capsule 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Alkem Laboratories Ltd.,3.2
Endos Capsule 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Entroflora 250mg Sachet 765mg,it provides extra digestive enzymes and improves digestion,Digestion,Ipca Laboratories Ltd.,3.0
Enuff Xtra Sachet 1gm,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Alembic Pharmaceuticals Ltd.,2.9
Enzar Forte Tablet 15'SEnzar Syrup 150ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Glenmark Pharmaceuticals Ltd.,2.7
Enzar 10000 Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Enzar 40000 Capsule 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Enzar HS Capsule 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Dr. Reddys Laboratories Ltd.,4.7
Enzase 20mg Tablet 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Divis Laboratories Ltd.,4.5
Enzase 25000 Tablet 10's,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Cipla Ltd.,4.3
Enzoblend Syrup 200ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Biocon Ltd.,4.1
Enzoy Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Aurobindo Pharma Ltd.,3.9
Enzymer Liquid 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Torrent Pharmaceuticals Ltd.,3.5
Etazyme Tablet 15'SEtazyme Drops 15mlEtazyme Syrup 200ml," it is used to treat bloating, flatulence and indigestion",Digestion,Lupin Ltd.,3.4
Farizyme Tablet 10'S,"it is used for digestive disorders, starch degrading enzyme, flatulence, distension and other conditions",Digestion,Cadila Healthcare Ltd.,3.3
Festal N Tablet 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Abbott India Ltd.,3.25
Galto Plus Tablet 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Alkem Laboratories Ltd.,3.2
GAS O Fast Plus Tablet 2'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Genozyme Syrup 100ml," it is used to treat bloating, flatulence and indigestion",Digestion,Ipca Laboratories Ltd.,3.0
Geridys Syrup 200mlGeridys Capsule 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Alembic Pharmaceuticals Ltd.,2.9
Gestive Liquid 150ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Glenmark Pharmaceuticals Ltd.,2.7
Gripe Water(Abbott) Liquid 150ml,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Hizyme Drops 15ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Ibase L Syrup 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Dr. Reddys Laboratories Ltd.,4.7
KAYLIV Tablet 10's," it is used to treat bloating, flatulence and indigestion",Digestion,Divis Laboratories Ltd.,4.5
Krease Tablet 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Cipla Ltd.,4.3
Levanz 25mg Tablet 10'S,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Biocon Ltd.,4.1
Levanz OD 75mg Tablet 10'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Aurobindo Pharma Ltd.,3.9
Levazeo 100mg Tablet 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Torrent Pharmaceuticals Ltd.,3.5
Levogold 100mg Tablet 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Lipcerna 25000mg Capsule 10'SLipcerna 10000mg Capsule 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Dr. Reddys Laboratories Ltd.,4.7
Livoerb Zyme Syrup 225ml,"it is used for digestive disorders, starch degrading enzyme, flatulence, distension and other conditions",Digestion,Divis Laboratories Ltd.,4.5
Lupase 10000 Tablet 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Cipla Ltd.,4.3
Lupase 25000 Tablet 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Biocon Ltd.,4.1
Lupizyme Syrup 200mlLupizyme Drops 15mlLupizyme Strawberry Syrup 200mlLupizyme Capsule 10'SLupizyme Elachi Syrup 200ml," it is used to treat bloating, flatulence and indigestion",Digestion,Aurobindo Pharma Ltd.,3.9
Lupizyme Plus Mixed Fruit Syrup 200mlLupizyme Plus Mango Flavour Syrup 200mlLupizyme Plus Orange Syrup 200ml,it provides extra digestive enzymes and improves digestion,Digestion,Torrent Pharmaceuticals Ltd.,3.5
Lupizyme Plus Pineapple Flavour Syrup 100ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Lupin Ltd.,3.4
Maxizym Syrup 200mlMaxizym Capsule 10'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Cadila Healthcare Ltd.,3.3
MEDIZYME Tablet 10's,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Abbott India Ltd.,3.25
Merizyme Drops 15mlMerizyme Tablet 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Alkem Laboratories Ltd.,3.2
Meyerzyme Liquid 200ml," it is used to treat bloating, flatulence and indigestion",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Multizyme (Alkem) 40/20mg Capsule 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Ipca Laboratories Ltd.,3.0
Neopeptine 100mg Capsule 10'SNeopeptine Drops 15mlNeopeptine Liquid 100mlNeopeptine Suspension 60ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Alembic Pharmaceuticals Ltd.,2.9
NEW Aglozyme Capsule 15'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Glenmark Pharmaceuticals Ltd.,2.7
Novazyme Syrup 200ml,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Nutrozyme Syrup 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Overzyme Syrup 200mlOverzyme Syrup 100ml," it is used to treat bloating, flatulence and indigestion",Digestion,Dr. Reddys Laboratories Ltd.,4.7
Pancrehenz 25000 Capsule 10'SPancrehenz 10000 Capsule 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Divis Laboratories Ltd.,4.5
Pankreoflat Tablet 10'SPankreoflat Tablet 15'SPankreoflat Liquid 100ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Cipla Ltd.,4.3
Panlipase Capsule 10'SPanlipase 25000IU Capsule 10'S,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Biocon Ltd.,4.1
Panmate 25000mg Capsule 10'SPanmate 10000mg Capsule 10'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Aurobindo Pharma Ltd.,3.9
Panstal Capsule 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Torrent Pharmaceuticals Ltd.,3.5
Panzynorm HS Tablet 10'SPanzynorm N Tablet 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Lupin Ltd.,3.4
Papytazyme Tablet 10'S,"it is used for digestive disorders, starch degrading enzyme, flatulence, distension and other conditions",Digestion,Cadila Healthcare Ltd.,3.3
Pepfiz Evt Tablet 2'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Abbott India Ltd.,3.25
Phytocid GT Capsule 10'S," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Alkem Laboratories Ltd.,3.2
Progit 10mg Tablet 10'S," it is used to treat bloating, flatulence and indigestion",Digestion,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Q Next Capsule 10'S,it provides extra digestive enzymes and improves digestion,Digestion,Ipca Laboratories Ltd.,3.0
Reboot Drops 15ml,"it speeds up the breakdown of fats, peptides and starch which helps in improving digestion.",Digestion,Alembic Pharmaceuticals Ltd.,2.9
Safelax Powder 17.1gm,it helps in digestion of starch and carbohydrates from the diet into simple polysaccharides and sugar and improve uptake of nutrients from food substance,Digestion,Glenmark Pharmaceuticals Ltd.,2.7
Serutan Tablet 10'SSerutan 215mg Tablet 30'S,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,JB Chemicals & Pharmaceuticals Ltd.,2.5
Seruzyme Syrup 200ml," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Sun Pharmaceutical Industries Ltd.,4.8
Softolax SF Powder 100gm,used by children and adults with “pancreatic exocrine insufficiency”. This is when their pancreas gland does not make enough enzymes to digest food,Digestion,Dr. Reddys Laboratories Ltd.,4.7
SOFTOVAC Powder 250gm," it is used for digestive disorders, starch degrading enzyme, digestive disorder, flatulence, distension and other conditions",Digestion,Divis Laboratories Ltd.,4.5
